DRUGID,TARGETID,VALUE
CHEMBL1971149,Q5VT25,11.1
CHEMBL1971149,Q7KZI7,11.200000128
CHEMBL1971149,Q7L7X3,11.1
CHEMBL1971149,Q86V86,11.200000128
CHEMBL1971149,Q8IW41,11.900000875
CHEMBL1971149,Q8N4C8,11.200000128
CHEMBL1971149,Q8NE63,11.200000128
CHEMBL1971149,Q8TDC3,11.1
CHEMBL1971149,Q96GD4,11.300000237
CHEMBL1971149,Q96KB5,11.1
CHEMBL1971149,Q96PF2,11.900000875
CHEMBL1971149,Q96SB4,11.200000128
CHEMBL1971149,Q9BXA7,11.900000875
CHEMBL1971149,Q9BZL6,11.1
CHEMBL1971149,Q9H2G2,11.1
CHEMBL1971149,Q9H2X6,11.599999679
CHEMBL1971149,Q9H3Y6,11.900000875
CHEMBL1971149,Q9H4B4,11.200000128
CHEMBL1971149,Q9HAZ1,11.1
CHEMBL1971149,Q9HBH9,11.300000237
CHEMBL1971149,Q9HBY8,11.1
CHEMBL1971149,Q9HCP0,11.300000237
CHEMBL1971149,Q9NR20,11.200000128
CHEMBL1971149,Q9NWZ3,11.1
CHEMBL1971149,Q9NYL2,11.200000128
CHEMBL1971149,Q9P1W9,11.900000875
CHEMBL1971149,Q9UEE5,11.500000186
CHEMBL1971149,Q9UM73,11.999998417
CHEMBL1971149,Q9Y243,11.1
CHEMBL1971149,Q9Y4K4,11.200000128
CHEMBL1971149,Q9Y6M4,11.300000237
CHEMBL1971172,O00311,15.1
CHEMBL1971172,O43293,13.299970641
CHEMBL1971172,O60674,11.699999383
CHEMBL1971172,O75116,11.900000875
CHEMBL1971172,O94806,12.499996913
CHEMBL1971172,O95819,12.899998135
CHEMBL1971172,O96013,11.599999679
CHEMBL1971172,P11309,11.400000202
CHEMBL1971172,P17612,12.799991797
CHEMBL1971172,P24941,12.799991797
CHEMBL1971172,P36888,12.699997654
CHEMBL1971172,P43405,11.900000875
CHEMBL1971172,P48729,11.500000186
CHEMBL1971172,P49760,13.600038134
CHEMBL1971172,P49840,12.1
CHEMBL1971172,P49841,11.900000875
CHEMBL1971172,P50613,13.299970641
CHEMBL1971172,P50750,13.600038134
CHEMBL1971172,P51812,11.900000875
CHEMBL1971172,P51817,13.399988938
CHEMBL1971172,P52333,12.399997603
CHEMBL1971172,Q00535,12.599996932
CHEMBL1971172,Q12851,12.1
CHEMBL1971172,Q13188,12.1
CHEMBL1971172,Q13557,12.199999035
CHEMBL1971172,Q13627,13.299970641
CHEMBL1971172,Q14680,13.899970733
CHEMBL1971172,Q16513,12.799991797
CHEMBL1971172,Q8N4C8,12.899998135
CHEMBL1971172,Q9H2X6,13.000008766
CHEMBL1971172,Q9HAZ1,14.400162274
CHEMBL1971172,Q9UEE5,13.500007822
CHEMBL1971172,Q9Y4K4,12.399997603
CHEMBL1971186,O00311,11.999998417
CHEMBL1971186,O00418,11.500000186
CHEMBL1971186,O00444,11.500000186
CHEMBL1971186,O14757,11.200000128
CHEMBL1971186,O14965,11.900000875
CHEMBL1971186,O15075,11.1
CHEMBL1971186,O15264,11.200000128
CHEMBL1971186,O15530,11.500000186
CHEMBL1971186,O43293,11.999998417
CHEMBL1971186,O43781,11.300000237
CHEMBL1971186,O60674,11.900000875
CHEMBL1971186,O75116,11.200000128
CHEMBL1971186,O75582,11.800000504
CHEMBL1971186,O94806,12.799991797
CHEMBL1971186,O95819,11.800000504
CHEMBL1971186,O96013,11.400000202
CHEMBL1971186,O96017,11.900000875
CHEMBL1971186,P00519,12.299998172
CHEMBL1971186,P04629,11.699999383
CHEMBL1971186,P05129,11.200000128
CHEMBL1971186,P06213,11.400000202
CHEMBL1971186,P06239,11.699999383
CHEMBL1971186,P06241,12.199999035
CHEMBL1971186,P06493,11.200000128
CHEMBL1971186,P07332,11.800000504
CHEMBL1971186,P07333,11.699999383
CHEMBL1971186,P07948,11.900000875
CHEMBL1971186,P07949,11.999998417
CHEMBL1971186,P08581,11.599999679
CHEMBL1971186,P08922,11.800000504
CHEMBL1971186,P10721,11.999998417
CHEMBL1971186,P11309,11.1
CHEMBL1971186,P11362,11.400000202
CHEMBL1971186,P12931,11.800000504
CHEMBL1971186,P15735,11.400000202
CHEMBL1971186,P16591,11.900000875
CHEMBL1971186,P17612,11.200000128
CHEMBL1971186,P22607,11.800000504
CHEMBL1971186,P23443,11.300000237
CHEMBL1971186,P24941,11.200000128
CHEMBL1971186,P27448,11.300000237
CHEMBL1971186,P28482,11.999998417
CHEMBL1971186,P29317,11.599999679
CHEMBL1971186,P29597,11.800000504
CHEMBL1971186,P30530,11.800000504
CHEMBL1971186,P31749,11.200000128
CHEMBL1971186,P31751,11.200000128
CHEMBL1971186,P35916,11.300000237
CHEMBL1971186,P35968,11.200000128
CHEMBL1971186,P36888,11.699999383
CHEMBL1971186,P41743,11.400000202
CHEMBL1971186,P42679,11.800000504
CHEMBL1971186,P42685,11.699999383
CHEMBL1971186,P43405,11.900000875
CHEMBL1971186,P45983,12.899998135
CHEMBL1971186,P45984,13.299970641
CHEMBL1971186,P48729,13.000008766
CHEMBL1971186,P49137,11.200000128
CHEMBL1971186,P49760,11.200000128
CHEMBL1971186,P49840,11.500000186
CHEMBL1971186,P49841,12.799991797
CHEMBL1971186,P51451,11.900000875
CHEMBL1971186,P51617,11.200000128
CHEMBL1971186,P51812,11.200000128
CHEMBL1971186,P51817,11.900000875
CHEMBL1971186,P51955,11.1
CHEMBL1971186,P51957,11.300000237
CHEMBL1971186,P52333,11.900000875
CHEMBL1971186,P53350,11.200000128
CHEMBL1971186,P53778,11.300000237
CHEMBL1971186,P68400,11.300000237
CHEMBL1971186,P78368,12.1
CHEMBL1971186,Q00535,11.1
CHEMBL1971186,Q05397,11.900000875
CHEMBL1971186,Q05513,11.200000128
CHEMBL1971186,Q05655,11.200000128
CHEMBL1971186,Q06187,11.999998417
CHEMBL1971186,Q06418,11.800000504
CHEMBL1971186,Q08881,11.900000875
CHEMBL1971186,Q12851,11.300000237
CHEMBL1971186,Q13131,11.900000875
CHEMBL1971186,Q13153,11.1
CHEMBL1971186,Q13188,11.200000128
CHEMBL1971186,Q13237,11.900000875
CHEMBL1971186,Q13464,11.1
CHEMBL1971186,Q13554,11.200000128
CHEMBL1971186,Q13555,11.300000237
CHEMBL1971186,Q13557,11.300000237
CHEMBL1971186,Q13627,11.300000237
CHEMBL1971186,Q13882,11.699999383
CHEMBL1971186,Q13976,11.800000504
CHEMBL1971186,Q14012,11.800000504
CHEMBL1971186,Q14289,11.900000875
CHEMBL1971186,Q14680,11.900000875
CHEMBL1971186,Q15303,11.500000186
CHEMBL1971186,Q16288,11.999998417
CHEMBL1971186,Q16513,11.200000128
CHEMBL1971186,Q16620,11.400000202
CHEMBL1971186,Q16644,11.1
CHEMBL1971186,Q5VT25,11.1
CHEMBL1971186,Q7KZI7,11.200000128
CHEMBL1971186,Q7L7X3,11.999998417
CHEMBL1971186,Q86V86,11.200000128
CHEMBL1971186,Q8IW41,11.900000875
CHEMBL1971186,Q8N4C8,11.500000186
CHEMBL1971186,Q8NE63,11.200000128
CHEMBL1971186,Q8TDC3,11.1
CHEMBL1971186,Q96GD4,12.1
CHEMBL1971186,Q96KB5,11.1
CHEMBL1971186,Q96PF2,11.900000875
CHEMBL1971186,Q96RG2,11.900000875
CHEMBL1971186,Q96SB4,11.200000128
CHEMBL1971186,Q9BXA7,11.900000875
CHEMBL1971186,Q9BZL6,13.200015437
CHEMBL1971186,Q9H2G2,11.1
CHEMBL1971186,Q9H2X6,11.599999679
CHEMBL1971186,Q9H3Y6,11.900000875
CHEMBL1971186,Q9H4B4,11.200000128
CHEMBL1971186,Q9HAZ1,11.1
CHEMBL1971186,Q9HBH9,11.1
CHEMBL1971186,Q9HBY8,11.1
CHEMBL1971186,Q9HCP0,12.199999035
CHEMBL1971186,Q9NR20,11.200000128
CHEMBL1971186,Q9NWZ3,11.1
CHEMBL1971186,Q9NYL2,11.200000128
CHEMBL1971186,Q9P1W9,12.1
CHEMBL1971186,Q9UEE5,11.500000186
CHEMBL1971186,Q9UM73,12.399997603
CHEMBL1971186,Q9Y243,11.1
CHEMBL1971186,Q9Y4K4,11.200000128
CHEMBL1971186,Q9Y6M4,12.699997654
CHEMBL1971245,O00311,11.999998417
CHEMBL1971245,O00444,11.500000186
CHEMBL1971245,O14757,11.500000186
CHEMBL1971245,O14965,11.900000875
CHEMBL1971245,O15075,11.1
CHEMBL1971245,O15264,11.200000128
CHEMBL1971245,O15530,11.500000186
CHEMBL1971245,O43293,11.999998417
CHEMBL1971245,O60674,11.900000875
CHEMBL1971245,O75116,11.200000128
CHEMBL1971245,O75582,11.800000504
CHEMBL1971245,O94806,11.599999679
CHEMBL1971245,O95819,11.1
CHEMBL1971245,O96013,11.400000202
CHEMBL1971245,O96017,11.900000875
CHEMBL1971245,P00519,12.299998172
CHEMBL1971245,P00533,11.800000504
CHEMBL1971245,P04626,11.900000875
CHEMBL1971245,P04629,11.699999383
CHEMBL1971245,P05129,11.200000128
CHEMBL1971245,P06213,11.400000202
CHEMBL1971245,P06239,11.900000875
CHEMBL1971245,P06241,12.199999035
CHEMBL1971245,P06493,11.200000128
CHEMBL1971245,P07333,12.199999035
CHEMBL1971245,P07948,11.900000875
CHEMBL1971245,P07949,11.999998417
CHEMBL1971245,P08069,11.800000504
CHEMBL1971245,P08581,11.599999679
CHEMBL1971245,P08922,12.699997654
CHEMBL1971245,P10721,12.199999035
CHEMBL1971245,P11309,11.1
CHEMBL1971245,P11362,12.499996913
CHEMBL1971245,P12931,11.900000875
CHEMBL1971245,P15735,11.400000202
CHEMBL1971245,P16591,12.1
CHEMBL1971245,P17612,11.200000128
CHEMBL1971245,P17948,12.799991797
CHEMBL1971245,P22607,12.399997603
CHEMBL1971245,P23443,11.300000237
CHEMBL1971245,P24941,11.200000128
CHEMBL1971245,P27448,11.400000202
CHEMBL1971245,P28482,11.200000128
CHEMBL1971245,P29317,11.599999679
CHEMBL1971245,P29597,11.800000504
CHEMBL1971245,P31749,11.200000128
CHEMBL1971245,P31751,11.200000128
CHEMBL1971245,P35968,11.999998417
CHEMBL1971245,P36888,13.399988938
CHEMBL1971245,P41743,11.400000202
CHEMBL1971245,P42679,11.800000504
CHEMBL1971245,P42685,11.699999383
CHEMBL1971245,P43405,11.900000875
CHEMBL1971245,P45983,11.599999679
CHEMBL1971245,P45984,11.500000186
CHEMBL1971245,P48729,11.300000237
CHEMBL1971245,P48730,11.200000128
CHEMBL1971245,P49137,11.200000128
CHEMBL1971245,P49760,11.200000128
CHEMBL1971245,P49840,11.200000128
CHEMBL1971245,P49841,11.900000875
CHEMBL1971245,P51451,11.900000875
CHEMBL1971245,P51617,11.200000128
CHEMBL1971245,P51812,11.200000128
CHEMBL1971245,P51817,11.900000875
CHEMBL1971245,P51955,11.1
CHEMBL1971245,P51957,11.300000237
CHEMBL1971245,P52333,11.900000875
CHEMBL1971245,P53350,11.599999679
CHEMBL1971245,P53778,11.300000237
CHEMBL1971245,P68400,11.300000237
CHEMBL1971245,P78368,11.200000128
CHEMBL1971245,Q00535,11.1
CHEMBL1971245,Q05513,11.200000128
CHEMBL1971245,Q05655,11.200000128
CHEMBL1971245,Q06187,11.999998417
CHEMBL1971245,Q06418,11.800000504
CHEMBL1971245,Q08881,11.900000875
CHEMBL1971245,Q12851,11.300000237
CHEMBL1971245,Q13131,11.900000875
CHEMBL1971245,Q13153,11.1
CHEMBL1971245,Q13188,11.200000128
CHEMBL1971245,Q13237,11.900000875
CHEMBL1971245,Q13464,11.1
CHEMBL1971245,Q13554,11.200000128
CHEMBL1971245,Q13555,11.300000237
CHEMBL1971245,Q13557,11.300000237
CHEMBL1971245,Q13627,11.300000237
CHEMBL1971245,Q13882,11.699999383
CHEMBL1971245,Q13976,11.800000504
CHEMBL1971245,Q14012,11.400000202
CHEMBL1971245,Q14680,11.900000875
CHEMBL1971245,Q15303,11.500000186
CHEMBL1971245,Q16288,11.999998417
CHEMBL1971245,Q16513,11.200000128
CHEMBL1971245,Q16620,11.400000202
CHEMBL1971245,Q16644,11.1
CHEMBL1971245,Q5VT25,11.1
CHEMBL1971245,Q7L7X3,11.200000128
CHEMBL1971245,Q86V86,11.200000128
CHEMBL1971245,Q8IW41,11.900000875
CHEMBL1971245,Q8NE63,11.200000128
CHEMBL1971245,Q8TDC3,11.1
CHEMBL1971245,Q96GD4,13.500007822
CHEMBL1971245,Q96KB5,11.1
CHEMBL1971245,Q96PF2,11.900000875
CHEMBL1971245,Q96SB4,11.200000128
CHEMBL1971245,Q9BWU1,10.1
CHEMBL1971245,Q9BXA7,11.900000875
CHEMBL1971245,Q9BZL6,11.1
CHEMBL1971245,Q9H2G2,11.1
CHEMBL1971245,Q9H2X6,11.599999679
CHEMBL1971245,Q9H3Y6,11.900000875
CHEMBL1971245,Q9H4B4,11.200000128
CHEMBL1971245,Q9HAZ1,11.200000128
CHEMBL1971245,Q9HBH9,11.1
CHEMBL1971245,Q9HBY8,11.1
CHEMBL1971245,Q9HCP0,11.300000237
CHEMBL1971245,Q9NR20,11.200000128
CHEMBL1971245,Q9NWZ3,11.599999679
CHEMBL1971245,Q9NYL2,11.500000186
CHEMBL1971245,Q9P1W9,11.900000875
CHEMBL1971245,Q9UEE5,11.500000186
CHEMBL1971245,Q9UM73,11.999998417
CHEMBL1971245,Q9Y243,11.1
CHEMBL1971245,Q9Y4K4,11.800000504
CHEMBL1971245,Q9Y6M4,11.300000237
CHEMBL1971649,O00311,11.999998417
CHEMBL1971649,O00418,11.500000186
CHEMBL1971649,O00444,11.500000186
CHEMBL1971649,O14757,11.200000128
CHEMBL1971649,O14965,11.900000875
CHEMBL1971649,O15075,11.1
CHEMBL1971649,O15264,11.200000128
CHEMBL1971649,O15530,11.500000186
CHEMBL1971649,O43293,11.999998417
CHEMBL1971649,O43781,11.300000237
CHEMBL1971649,O60674,11.900000875
CHEMBL1971649,O75116,12.399997603
CHEMBL1971649,O75582,11.800000504
CHEMBL1971649,O94806,11.1
CHEMBL1971649,O95819,11.599999679
CHEMBL1971649,O96013,11.400000202
CHEMBL1971649,O96017,11.900000875
CHEMBL1971649,P00519,12.299998172
CHEMBL1971649,P00533,11.800000504
CHEMBL1971649,P04626,11.900000875
CHEMBL1971649,P04629,11.699999383
CHEMBL1971649,P05129,11.200000128
CHEMBL1971649,P06213,11.400000202
CHEMBL1971649,P06239,12.299998172
CHEMBL1971649,P06241,12.199999035
CHEMBL1971649,P06493,11.999998417
CHEMBL1971649,P07333,11.699999383
CHEMBL1971649,P07948,11.900000875
CHEMBL1971649,P07949,11.999998417
CHEMBL1971649,P08069,11.800000504
CHEMBL1971649,P08581,11.599999679
CHEMBL1971649,P08922,11.800000504
CHEMBL1971649,P10721,11.999998417
CHEMBL1971649,P11309,11.1
CHEMBL1971649,P11362,11.400000202
CHEMBL1971649,P12931,11.800000504
CHEMBL1971649,P15735,11.400000202
CHEMBL1971649,P16591,11.900000875
CHEMBL1971649,P17612,11.200000128
CHEMBL1971649,P17948,13.200015437
CHEMBL1971649,P22607,11.800000504
CHEMBL1971649,P23443,11.300000237
CHEMBL1971649,P24941,11.200000128
CHEMBL1971649,P27448,11.300000237
CHEMBL1971649,P28482,11.200000128
CHEMBL1971649,P29317,11.599999679
CHEMBL1971649,P29597,11.800000504
CHEMBL1971649,P30530,12.599996932
CHEMBL1971649,P31749,11.200000128
CHEMBL1971649,P31751,11.200000128
CHEMBL1971649,P35916,11.900000875
CHEMBL1971649,P35968,12.899998135
CHEMBL1971649,P36888,14.1
CHEMBL1971649,P41743,11.400000202
CHEMBL1971649,P42679,11.800000504
CHEMBL1971649,P42685,11.900000875
CHEMBL1971649,P43405,11.900000875
CHEMBL1971649,P45983,11.599999679
CHEMBL1971649,P45984,11.500000186
CHEMBL1971649,P48729,11.300000237
CHEMBL1971649,P48730,11.200000128
CHEMBL1971649,P49137,11.200000128
CHEMBL1971649,P49760,11.200000128
CHEMBL1971649,P49840,11.200000128
CHEMBL1971649,P49841,11.300000237
CHEMBL1971649,P51451,12.399997603
CHEMBL1971649,P51617,11.200000128
CHEMBL1971649,P51812,11.200000128
CHEMBL1971649,P51817,11.900000875
CHEMBL1971649,P51955,11.1
CHEMBL1971649,P51957,11.300000237
CHEMBL1971649,P52333,11.900000875
CHEMBL1971649,P53350,11.200000128
CHEMBL1971649,P53667,11.1
CHEMBL1971649,P53778,11.300000237
CHEMBL1971649,P68400,11.300000237
CHEMBL1971649,P78368,11.500000186
CHEMBL1971649,Q00535,11.1
CHEMBL1971649,Q05397,11.900000875
CHEMBL1971649,Q05513,11.200000128
CHEMBL1971649,Q05655,11.200000128
CHEMBL1971649,Q06187,11.999998417
CHEMBL1971649,Q06418,11.800000504
CHEMBL1971649,Q08881,12.1
CHEMBL1971649,Q12851,11.300000237
CHEMBL1971649,Q13131,11.900000875
CHEMBL1971649,Q13153,11.1
CHEMBL1971649,Q13188,11.200000128
CHEMBL1971649,Q13237,11.900000875
CHEMBL1971649,Q13464,11.200000128
CHEMBL1971649,Q13554,11.200000128
CHEMBL1971649,Q13555,11.300000237
CHEMBL1971649,Q13557,11.300000237
CHEMBL1971649,Q13627,11.300000237
CHEMBL1971649,Q13882,11.699999383
CHEMBL1971649,Q13976,11.800000504
CHEMBL1971649,Q14012,11.300000237
CHEMBL1971649,Q14289,11.900000875
CHEMBL1971649,Q14680,11.900000875
CHEMBL1971649,Q15303,11.500000186
CHEMBL1971649,Q16513,11.200000128
CHEMBL1971649,Q16620,11.400000202
CHEMBL1971649,Q16644,11.1
CHEMBL1971649,Q5VT25,11.1
CHEMBL1971649,Q7KZI7,11.200000128
CHEMBL1971649,Q7L7X3,11.1
CHEMBL1971649,Q86V86,11.200000128
CHEMBL1971649,Q8IW41,11.900000875
CHEMBL1971649,Q8N4C8,11.200000128
CHEMBL1971649,Q8NE63,11.200000128
CHEMBL1971649,Q8TDC3,11.1
CHEMBL1971649,Q96GD4,12.399997603
CHEMBL1971649,Q96KB5,11.1
CHEMBL1971649,Q96PF2,11.900000875
CHEMBL1971649,Q96SB4,11.200000128
CHEMBL1971649,Q9BXA7,11.900000875
CHEMBL1971649,Q9BZL6,11.1
CHEMBL1971649,Q9H2G2,11.1
CHEMBL1971649,Q9H2X6,12.899998135
CHEMBL1971649,Q9H3Y6,11.900000875
CHEMBL1971649,Q9H4B4,11.200000128
CHEMBL1971649,Q9HAZ1,11.500000186
CHEMBL1971649,Q9HBH9,11.1
CHEMBL1971649,Q9HBY8,11.1
CHEMBL1971649,Q9HCP0,11.699999383
CHEMBL1971649,Q9NR20,11.200000128
CHEMBL1971649,Q9NWZ3,11.1
CHEMBL1971649,Q9NYL2,11.200000128
CHEMBL1971649,Q9P1W9,11.900000875
CHEMBL1971649,Q9UBE8,11.900000875
CHEMBL1971649,Q9UEE5,11.500000186
CHEMBL1971649,Q9Y243,11.1
CHEMBL1971649,Q9Y4K4,12.299998172
CHEMBL1971649,Q9Y6M4,11.300000237
CHEMBL1971943,O00311,12.799991797
CHEMBL1971943,O00444,11.500000186
CHEMBL1971943,O14757,12.199999035
CHEMBL1971943,O14965,11.900000875
CHEMBL1971943,O15075,11.1
CHEMBL1971943,O15264,11.200000128
CHEMBL1971943,O15530,11.800000504
CHEMBL1971943,O43293,11.599999679
CHEMBL1971943,O43781,13.200015437
CHEMBL1971943,O60674,11.699999383
CHEMBL1971943,O94806,11.599999679
CHEMBL1971943,O95819,11.800000504
CHEMBL1971943,O96013,11.500000186
CHEMBL1971943,O96017,11.900000875
CHEMBL1971943,P00519,12.299998172
CHEMBL1971943,P00533,11.800000504
CHEMBL1971943,P04626,12.599996932
CHEMBL1971943,P04629,11.900000875
CHEMBL1971943,P05129,11.200000128
CHEMBL1971943,P06213,12.399997603
CHEMBL1971943,P06239,11.400000202
CHEMBL1971943,P06241,11.599999679
CHEMBL1971943,P06493,11.300000237
CHEMBL1971943,P07332,12.499996913
CHEMBL1971943,P07333,11.699999383
CHEMBL1971943,P07948,11.999998417
CHEMBL1971943,P07949,11.699999383
CHEMBL1971943,P08069,11.800000504
CHEMBL1971943,P08581,11.699999383
CHEMBL1971943,P08922,12.499996913
CHEMBL1971943,P10721,12.599996932
CHEMBL1971943,P11309,11.599999679
CHEMBL1971943,P11362,11.599999679
CHEMBL1971943,P12931,11.800000504
CHEMBL1971943,P15735,11.400000202
CHEMBL1971943,P16234,11.699999383
CHEMBL1971943,P16591,12.499996913
CHEMBL1971943,P17612,13.000008766
CHEMBL1971943,P17948,11.699999383
CHEMBL1971943,P22607,11.900000875
CHEMBL1971943,P23443,13.200015437
CHEMBL1971943,P24941,12.499996913
CHEMBL1971943,P27448,11.699999383
CHEMBL1971943,P28482,11.200000128
CHEMBL1971943,P29317,11.599999679
CHEMBL1971943,P29376,11.699999383
CHEMBL1971943,P29597,11.800000504
CHEMBL1971943,P31749,11.200000128
CHEMBL1971943,P31751,12.1
CHEMBL1971943,P34947,11.500000186
CHEMBL1971943,P35916,12.799991797
CHEMBL1971943,P35968,11.699999383
CHEMBL1971943,P36507,11.500000186
CHEMBL1971943,P36888,11.900000875
CHEMBL1971943,P41743,11.400000202
CHEMBL1971943,P42679,11.800000504
CHEMBL1971943,P42685,12.1
CHEMBL1971943,P43405,11.900000875
CHEMBL1971943,P45983,11.500000186
CHEMBL1971943,P45984,11.500000186
CHEMBL1971943,P48729,11.599999679
CHEMBL1971943,P48730,11.800000504
CHEMBL1971943,P49137,11.200000128
CHEMBL1971943,P49336,12.799991797
CHEMBL1971943,P49760,11.800000504
CHEMBL1971943,P49840,11.599999679
CHEMBL1971943,P49841,11.900000875
CHEMBL1971943,P50613,11.500000186
CHEMBL1971943,P50750,11.900000875
CHEMBL1971943,P51451,12.699997654
CHEMBL1971943,P51617,12.599996932
CHEMBL1971943,P51812,11.999998417
CHEMBL1971943,P51817,12.199999035
CHEMBL1971943,P51955,11.1
CHEMBL1971943,P51957,11.300000237
CHEMBL1971943,P52333,11.500000186
CHEMBL1971943,P53350,11.200000128
CHEMBL1971943,P53778,11.300000237
CHEMBL1971943,P68400,11.300000237
CHEMBL1971943,P78368,11.699999383
CHEMBL1971943,Q00535,11.300000237
CHEMBL1971943,Q02750,11.699999383
CHEMBL1971943,Q04759,11.699999383
CHEMBL1971943,Q04771,11.500000186
CHEMBL1971943,Q04912,11.500000186
CHEMBL1971943,Q05397,11.300000237
CHEMBL1971943,Q05513,11.200000128
CHEMBL1971943,Q05655,12.299998172
CHEMBL1971943,Q06187,11.500000186
CHEMBL1971943,Q06418,11.699999383
CHEMBL1971943,Q07912,11.500000186
CHEMBL1971943,Q08881,11.900000875
CHEMBL1971943,Q12851,11.900000875
CHEMBL1971943,Q13131,11.699999383
CHEMBL1971943,Q13153,11.1
CHEMBL1971943,Q13188,12.399997603
CHEMBL1971943,Q13237,12.599996932
CHEMBL1971943,Q13554,11.599999679
CHEMBL1971943,Q13555,11.599999679
CHEMBL1971943,Q13557,11.500000186
CHEMBL1971943,Q13627,12.1
CHEMBL1971943,Q13976,13.500007822
CHEMBL1971943,Q14012,11.400000202
CHEMBL1971943,Q14164,11.599999679
CHEMBL1971943,Q14680,12.1
CHEMBL1971943,Q15303,11.699999383
CHEMBL1971943,Q16288,11.800000504
CHEMBL1971943,Q16513,12.499996913
CHEMBL1971943,Q16539,11.500000186
CHEMBL1971943,Q16620,11.699999383
CHEMBL1971943,Q16644,11.1
CHEMBL1971943,Q5S007,11.699999383
CHEMBL1971943,Q5VT25,13.200015437
CHEMBL1971943,Q7L7X3,11.500000186
CHEMBL1971943,Q86V86,11.200000128
CHEMBL1971943,Q8IU85,11.699999383
CHEMBL1971943,Q8IW41,11.900000875
CHEMBL1971943,Q8N4C8,12.399997603
CHEMBL1971943,Q8NE63,11.200000128
CHEMBL1971943,Q8TDC3,11.1
CHEMBL1971943,Q96GD4,12.799991797
CHEMBL1971943,Q96KB5,11.1
CHEMBL1971943,Q96PF2,11.900000875
CHEMBL1971943,Q96SB4,11.200000128
CHEMBL1971943,Q9BXA7,11.900000875
CHEMBL1971943,Q9BZL6,11.800000504
CHEMBL1971943,Q9H2G2,12.399997603
CHEMBL1971943,Q9H2X6,11.599999679
CHEMBL1971943,Q9H3Y6,11.900000875
CHEMBL1971943,Q9H4B4,11.200000128
CHEMBL1971943,Q9HAZ1,13.000008766
CHEMBL1971943,Q9HBH9,11.1
CHEMBL1971943,Q9HBY8,12.699997654
CHEMBL1971943,Q9HCP0,11.300000237
CHEMBL1971943,Q9NR20,11.200000128
CHEMBL1971943,Q9NWZ3,12.799991797
CHEMBL1971943,Q9NYL2,11.200000128
CHEMBL1971943,Q9P1W9,11.900000875
CHEMBL1971943,Q9UEE5,11.500000186
CHEMBL1971943,Q9UHD2,11.599999679
CHEMBL1971943,Q9UM73,11.500000186
CHEMBL1971943,Q9UQM7,11.200000128
CHEMBL1971943,Q9Y243,12.1
CHEMBL1971943,Q9Y463,11.999998417
CHEMBL1971943,Q9Y4K4,11.699999383
CHEMBL1971943,Q9Y6M4,11.300000237
CHEMBL1972119,O00311,11.999998417
CHEMBL1972119,O14757,11.200000128
CHEMBL1972119,O14965,11.900000875
CHEMBL1972119,O15075,11.1
CHEMBL1972119,O15264,11.200000128
CHEMBL1972119,O15530,11.500000186
CHEMBL1972119,O43293,11.999998417
CHEMBL1972119,O60674,11.900000875
CHEMBL1972119,O75116,11.200000128
CHEMBL1972119,O75582,11.800000504
CHEMBL1972119,O94806,11.1
CHEMBL1972119,O95819,11.1
CHEMBL1972119,O96013,11.400000202
CHEMBL1972119,O96017,11.900000875
CHEMBL1972119,P00533,11.800000504
CHEMBL1972119,P04626,11.900000875
CHEMBL1972119,P04629,11.699999383
CHEMBL1972119,P05129,11.200000128
CHEMBL1972119,P06213,11.400000202
CHEMBL1972119,P06239,11.699999383
CHEMBL1972119,P06241,12.199999035
CHEMBL1972119,P06493,11.200000128
CHEMBL1972119,P07332,11.800000504
CHEMBL1972119,P07333,11.699999383
CHEMBL1972119,P07948,11.900000875
CHEMBL1972119,P07949,11.999998417
CHEMBL1972119,P08069,11.800000504
CHEMBL1972119,P08922,11.800000504
CHEMBL1972119,P10721,11.999998417
CHEMBL1972119,P11309,11.1
CHEMBL1972119,P11362,11.400000202
CHEMBL1972119,P12931,11.800000504
CHEMBL1972119,P15735,11.400000202
CHEMBL1972119,P16591,11.900000875
CHEMBL1972119,P17612,11.200000128
CHEMBL1972119,P23443,11.300000237
CHEMBL1972119,P24941,11.200000128
CHEMBL1972119,P27448,11.300000237
CHEMBL1972119,P28482,11.200000128
CHEMBL1972119,P29317,11.599999679
CHEMBL1972119,P29597,11.800000504
CHEMBL1972119,P31751,11.200000128
CHEMBL1972119,P35916,11.300000237
CHEMBL1972119,P35968,11.200000128
CHEMBL1972119,P41743,11.400000202
CHEMBL1972119,P42679,11.800000504
CHEMBL1972119,P42685,11.699999383
CHEMBL1972119,P43405,11.900000875
CHEMBL1972119,P45983,11.599999679
CHEMBL1972119,P45984,11.500000186
CHEMBL1972119,P48729,11.300000237
CHEMBL1972119,P48730,11.200000128
CHEMBL1972119,P49137,11.200000128
CHEMBL1972119,P49760,11.200000128
CHEMBL1972119,P49840,14.1
CHEMBL1972119,P49841,14.1
CHEMBL1972119,P51451,11.900000875
CHEMBL1972119,P51617,11.200000128
CHEMBL1972119,P51812,11.200000128
CHEMBL1972119,P51817,11.900000875
CHEMBL1972119,P51955,11.1
CHEMBL1972119,P51957,11.300000237
CHEMBL1972119,P52333,11.900000875
CHEMBL1972119,P53350,11.200000128
CHEMBL1972119,P53778,11.300000237
CHEMBL1972119,P68400,13.399988938
CHEMBL1972119,P78368,11.200000128
CHEMBL1972119,Q00535,11.1
CHEMBL1972119,Q05513,11.200000128
