DRUGID,TARGETID,VALUE
103904293,NTRK2,8.0
103904293,TAO1,5.4
103904293,ROCK2,7.0
103904293,MKNK2,5.1
103904293,MAP4K2,7.9
103904293,BLK,8.8
103904293,MINK,7.6
103904293,LYN,8.5
103904293,FYN,7.8
103904293,FGFR1,7.7
103904293,MAP4K4,7.5
103904293,NTRK1,8.2
103904293,RPS6KB1,7.5
103904293,STK3,7.5
103904293,SLK,8.1
103904293,NEK2,7.2
103904293,HIPK4,7.6
103904293,FGFR3,7.2
103904293,AXL,8.7
103904293,ROS1,8.7
103904293,ABL1,8.4
103904293,RET,8.5
103904293,SRC,7.8
103904293,EPHA2,5.8
103904293,MET,7.2
103904293,KIT,8.1
103904293,ITK,7.8
103904293,PLK4,7.8
103904294,CLK2,6.0
103904294,CSF1R,6.8
103904294,LCK,6.8
103904294,MAPK9,5.8
103904294,STK6,7.6
103904294,CAMK2G,6.3
103904294,FES,6.4
103904294,FLT4,7.3
103904294,DAPK3,6.0
103904294,KDR,7.7
103904294,MAP4K5,8.2
103904294,GSK3B,5.7
103904294,ROCK1,6.4
103904294,CAMK2D,5.7
103904294,CSNK1G2,5.6
103904294,FRK,7.6
103904294,CSNK1D,5.6
103904294,FLT1,7.9
103904294,NTRK2,6.7
103904294,TAO1,6.6
103904294,ROCK2,7.1
103904294,MKNK2,6.8
103904294,CAMK2B,5.6
103904294,MAP4K2,6.3
103904294,BLK,6.9
103904294,MINK,5.2
103904294,LYN,7.2
103904294,FYN,6.7
103904294,RPS6KA3,6.2
103904294,PDPK1,5.9
103904294,FGFR1,7.6
103904294,NTRK3,7.9
103904294,HIPK2,6.7
103904294,DYRK3,6.2
103904294,FER,6.8
103904294,CSNK1A1,5.7
103904294,MAP4K4,5.0
103904294,NTRK1,6.4
103904294,SGK,5.1
103904294,RPS6KB1,7.1
103904294,CLK4,6.0
103904294,IRAK4,5.1
103904294,DYRK1A,5.3
103904294,STK3,5.4
103904294,SLK,6.3
103904294,NEK2,6.4
103904294,CDC2,5.2
103904294,FLT3,7.8
103904294,ZAK,6.2
103904294,MARK2,6.0
103904294,HIPK4,8.0
103904294,FGFR3,6.7
103904294,AXL,7.7
103904294,LIMK1,5.9
103904294,STK12,8.2
103904294,TYRO3,6.3
103904294,ABL1,6.7
103904294,RET,8.4
103904294,SRC,6.0
103904294,EPHA2,7.1
103904294,CSNK1G1,8.4
103904294,NEK4,6.1
103904294,PLK4,6.5
103904294,PLK3,6.2
103904294,CAMK1,5.7
103904294,IRAK1,6.1
103904295,CLK2,5.8
103904295,CSF1R,8.2
103904295,LCK,6.2
103904295,MAPK9,5.8
103904295,STK6,6.5
103904295,CAMK2G,5.4
103904295,SRPK1,5.2
103904295,KDR,8.0
103904295,MAP4K5,7.0
103904295,ROCK1,6.6
103904295,CAMK2D,5.4
103904295,CSNK1G2,5.7
103904295,FRK,6.6
103904295,CSNK1D,5.6
103904295,FLT1,8.8
103904295,NTRK2,6.0
103904295,TAO1,5.9
103904295,ROCK2,6.8
103904295,MKNK2,5.9
103904295,RPS6KA5,6.6
103904295,CAMK2B,5.5
103904295,MAP4K2,5.9
103904295,BLK,6.4
103904295,MINK,5.3
103904295,LYN,6.3
103904295,RPS6KA3,5.9
103904295,FGFR1,6.8
103904295,NTRK3,7.1
103904295,CSNK1A1,5.6
103904295,MAP4K4,5.6
103904295,RPS6KB1,6.8
103904295,PRKCN,5.1
103904295,CLK4,6.0
103904295,PIM1,5.3
103904295,IRAK4,5.6
103904295,STK3,5.4
103904295,SLK,6.0
103904295,NEK2,5.3
103904295,FLT3,8.2
103904295,MARK2,5.5
103904295,HIPK4,6.9
103904295,FGFR3,6.0
103904295,AXL,7.8
103904295,STK12,7.9
103904295,ABL1,6.4
103904295,RET,7.3
103904295,EPHA2,6.1
103904295,MET,5.7
103904295,KIT,6.6
103904295,CSNK1G1,5.5
103904295,PLK4,6.0
103904295,PLK3,5.8
103904295,RPS6KA4,6.8
103904296,CLK2,5.8
103904296,CSF1R,6.9
103904296,LCK,7.3
103904296,PRKAA1,6.4
103904296,PRKX,6.5
103904296,STK6,7.4
103904296,MELK,6.9
103904296,CAMK2G,6.3
103904296,PRKCD,5.1
103904296,PAK1,5.6
103904296,SRPK1,6.0
103904296,FLT4,7.7
103904296,PAK4,5.4
103904296,GSK3B,6.5
103904296,ROCK1,6.9
103904296,CAMK2D,6.1
103904296,CSNK1G2,5.3
103904296,FRK,7.3
103904296,CSNK1D,5.4
103904296,FLT1,9.6
103904296,NTRK2,6.7
103904296,TAO1,6.8
103904296,ROCK2,6.8
103904296,CSNK1G3,5.6
103904296,MKNK2,7.1
103904296,RPS6KA5,7.1
103904296,MAP4K2,6.3
103904296,BLK,7.3
103904296,LYN,7.4
103904296,FYN,6.3
103904296,RPS6KA3,6.9
103904296,PDPK1,5.6
103904296,FGFR1,7.8
103904296,MARK3,6.0
103904296,HIPK2,6.9
103904296,FER,6.1
103904296,MAP4K4,6.0
103904296,NTRK1,6.3
103904296,RPS6KB1,7.9
103904296,PRKCN,5.6
103904296,CLK4,6.2
103904296,CDK2,5.1
103904296,DYRK1A,5.5
103904296,STK3,6.7
103904296,SLK,7.3
103904296,CHEK2,6.2
103904296,NEK2,6.3
103904296,CDC2,6.5
103904296,ZAK,6.1
103904296,MARK2,6.7
103904296,HIPK4,8.4
103904296,FGFR3,6.6
103904296,AXL,7.7
103904296,LIMK1,6.1
103904296,CDK5,5.3
103904296,ABL1,6.5
103904296,RET,8.6
103904296,EPHA2,6.5
103904296,KIT,7.1
103904296,CSNK1G1,5.8
103904296,NEK4,5.8
103904296,PLK4,7.9
103904296,PLK3,7.4
103904296,CAMK1,5.5
103904296,IRAK1,5.3
103904296,AKT2,5.4
103904296,MAPKAPK5,6.0
103904296,NLK,8.3
103904296,AKT1,5.2
103904297,CSF1R,7.8
103904297,LCK,7.3
103904297,STK6,6.7
103904297,FLT4,7.5
103904297,JAK2,6.3
103904297,KDR,8.1
103904297,ROCK1,6.5
103904297,FLT1,8.9
103904297,NTRK2,8.3
103904297,ROCK2,6.9
103904297,BLK,8.2
103904297,LYN,7.8
103904297,RPS6KA3,6.0
103904297,FGFR1,7.6
103904297,NTRK1,7.4
103904297,RPS6KB1,6.8
103904297,STK3,6.0
103904297,NEK2,5.7
103904297,FLT3,7.5
103904297,LIMK1,6.1
103904297,STK12,8.1
103904297,ABL1,7.2
103904297,SRC,6.8
103904297,EPHA2,7.0
103904297,KIT,8.0
103904297,ITK,5.9
103904297,PLK4,6.9
103904297,PLK3,5.6
103904298,CSF1R,8.4
103904298,LCK,6.9
103904298,FLT4,8.7
103904298,KDR,8.7
103904298,FLT1,9.6
103904298,BLK,7.1
103904298,LYN,7.1
103904298,FYN,6.5
103904298,FLT3,8.6
103904298,ABL1,6.3
103904298,SRC,6.4
103904298,KIT,8.8
103904299,CSF1R,9.2
103904299,LCK,6.5
103904299,FLT4,9.5
103904299,KDR,8.9
103904299,FLT1,10.3
103904299,BLK,6.5
103904299,LYN,7.0
103904299,FYN,7.0
103904299,FLT3,9.4
103904299,ABL1,6.2
103904299,SRC,6.6
103904299,KIT,9.5
103904300,CLK2,5.9
103904300,CSF1R,8.3
103904300,LCK,6.8
103904300,MAPK9,5.9
103904300,PRKX,5.9
103904300,STK6,7.2
103904300,INSR,6.2
103904300,MELK,6.8
103904300,CAMK2G,5.8
103904300,PHKG2,5.8
103904300,PKN2,5.3
103904300,PRKCD,5.2
103904300,PAK1,5.5
103904300,SRPK1,5.4
103904300,FLT4,8.3
103904300,TOPK,5.1
103904300,DAPK3,6.1
103904300,JAK2,6.5
103904300,KDR,8.1
103904300,MAP4K5,8.2
103904300,GSK3B,5.5
103904300,ROCK1,6.4
103904300,CAMK2D,5.8
103904300,CSNK1G2,5.5
103904300,KIAA1811,5.3
103904300,FLT1,9.4
103904300,JAK3,6.2
103904300,NTRK2,7.1
103904300,TAO1,6.4
103904300,ROCK2,7.1
103904300,MKNK2,6.2
103904300,RPS6KA5,7.3
103904300,CAMK2B,5.4
103904300,MAP4K2,6.3
103904300,BLK,7.1
103904300,MINK,6.0
103904300,LYN,7.1
103904300,FYN,6.3
103904300,RPS6KA3,6.2
103904300,PDPK1,6.0
103904300,FGFR1,7.6
103904300,MARK3,6.0
103904300,HIPK2,6.0
103904300,CSNK1A1,5.2
103904300,MAP4K4,6.1
103904300,NTRK1,6.7
103904300,SGK,5.4
103904300,RPS6KB1,7.7
103904300,PRKCN,5.8
103904300,CLK4,5.3
103904300,PIM1,5.4
103904300,CDK2,5.6
103904300,STK3,5.9
103904300,PRKD2,5.8
103904300,SLK,6.4
103904300,CHEK2,5.9
103904300,NEK2,6.0
103904300,FLT3,8.6
103904300,ZAK,5.8
103904300,MARK2,6.0
103904300,HIPK4,7.8
103904300,FGFR3,6.6
103904300,AXL,8.5
103904300,LIMK1,5.6
103904300,STK12,8.6
103904300,PTK2,6.1
103904300,ABL1,6.6
103904300,SRC,6.4
103904300,EPHA2,6.7
103904300,MET,6.3
103904300,KIT,7.1
103904300,CSNK1G1,5.6
103904300,ITK,6.0
103904300,NEK4,5.4
103904300,PLK4,6.8
103904300,CAMK1,5.8
103904300,MAPK13,5.5
103904300,PASK,6.3
103904301,CSF1R,8.9
103904301,LCK,6.2
103904301,FLT4,9.0
103904301,KDR,8.1
103904301,FLT1,9.6
103904301,BLK,5.8
103904301,LYN,6.4
103904301,FYN,6.3
103904301,FLT3,9.1
103904301,ABL1,6.3
103904301,SRC,6.3
103904301,KIT,9.0
103904302,CLK2,5.7
103904302,CSF1R,7.5
103904302,LCK,6.2
103904302,MAPK9,5.7
103904302,STK6,6.8
103904302,INSR,5.5
103904302,MELK,6.4
103904302,CAMK2G,5.5
103904302,PRKCD,5.5
103904302,SRPK1,5.4
103904302,FLT4,7.9
103904302,JAK2,6.1
103904302,KDR,7.5
103904302,MAP4K5,6.8
103904302,GSK3B,5.8
103904302,ROCK1,6.3
103904302,CAMK2D,5.3
103904302,CSNK1G2,5.3
103904302,FLT1,8.4
103904302,NTRK2,6.2
103904302,TAO1,6.3
103904302,ROCK2,7.0
103904302,MKNK2,5.8
103904302,RPS6KA5,7.1
103904302,CAMK2B,5.4
103904302,ERBB4,5.5
103904302,MAP4K2,6.0
103904302,BLK,6.4
103904302,MINK,5.2
103904302,LYN,6.5
103904302,RPS6KA3,6.3
103904302,FGFR1,6.7
103904302,MARK3,6.0
103904302,HIPK2,5.6
103904302,DYRK3,5.3
103904302,MAP4K4,5.6
103904302,NTRK1,6.5
103904302,SGK,5.4
103904302,RPS6KB1,7.4
103904302,PRKCN,5.6
103904302,CLK4,5.1
103904302,PIM1,5.6
103904302,CDK2,6.1
103904302,STK3,5.2
103904302,PRKD2,5.1
103904302,SLK,6.2
103904302,CHEK2,6.1
103904302,NEK2,6.2
103904302,FLT3,7.7
103904302,ZAK,5.8
103904302,MARK2,6.3
103904302,HIPK4,7.1
103904302,FGFR3,6.5
103904302,AXL,7.8
103904302,LIMK1,5.5
103904302,STK12,7.8
103904302,PTK2,5.9
103904302,ABL1,6.3
103904302,SRC,5.9
103904302,EPHA2,6.5
103904302,MET,6.2
103904302,KIT,7.0
103904302,CSNK1G1,5.6
103904302,ITK,5.9
103904302,NEK4,5.9
103904302,PLK4,6.6
103904302,CAMK1,5.6
103904302,MAPK13,5.1
103904302,PASK,6.2
103904303,CLK2,6.4
103904303,CSF1R,8.1
103904303,LCK,6.5
103904303,MAPK9,5.9
103904303,STK6,7.3
103904303,INSR,5.6
103904303,MELK,6.9
103904303,CAMK2G,5.8
103904303,PHKG2,5.5
103904303,PKN2,5.3
103904303,PRKCD,5.6
103904303,PAK1,5.2
103904303,FLT4,8.5
103904303,DAPK3,6.1
103904303,KDR,8.0
103904303,MAP4K5,7.7
103904303,GSK3B,5.9
103904303,ROCK1,6.8
103904303,CAMK2D,5.8
103904303,CSNK1G2,5.2
103904303,KIAA1811,5.1
103904303,FLT1,9.0
103904303,NTRK2,6.8
103904303,TAO1,6.9
103904303,ROCK2,7.6
103904303,MKNK2,6.1
103904303,RPS6KA5,7.4
103904303,CAMK2B,5.6
103904303,MAP4K2,6.5
103904303,BLK,6.8
103904303,MINK,5.9
103904303,LYN,6.7
103904303,FYN,6.4
103904303,RPS6KA3,6.6
103904303,PDPK1,5.9
103904303,FGFR1,7.2
103904303,MARK3,6.3
103904303,HIPK2,6.1
103904303,DYRK3,5.7
103904303,CSNK1A1,5.2
103904303,MAP4K4,6.3
103904303,NTRK1,6.7
103904303,SGK,5.5
103904303,RPS6KB1,8.1
103904303,PRKCN,5.5
103904303,CLK4,5.3
103904303,PIM1,5.5
103904303,STK3,5.4
103904303,PRKD2,5.5
103904303,SLK,6.7
103904303,CHEK2,5.8
103904303,NEK2,6.3
103904303,FLT3,8.5
103904303,ZAK,5.8
103904303,MARK2,6.4
103904303,HIPK4,7.9
103904303,FGFR3,6.3
103904303,AXL,8.1
103904303,LIMK1,5.8
103904303,STK12,8.5
103904303,PTK2,5.9
103904303,ABL1,6.5
103904303,SRC,6.4
103904303,EPHA2,6.8
103904303,MET,6.4
103904303,KIT,7.4
103904303,CSNK1G1,5.7
103904303,ITK,6.3
103904303,NEK4,5.7
103904303,PLK4,7.0
103904303,CAMK1,5.9
103904303,IRAK1,5.1
103904303,MAPK13,5.7
103904303,PASK,6.4
103904304,CLK2,5.5
103904304,CSF1R,8.0
103904304,LCK,6.9
103904304,MAPK9,6.2
103904304,STK6,7.3
103904304,INSR,6.3
103904304,MELK,6.1
103904304,SRPK1,5.7
103904304,FLT4,8.3
103904304,KDR,8.1
103904304,MAP4K5,8.1
103904304,GSK3B,5.7
103904304,ROCK1,6.9
103904304,CSNK1G2,5.1
103904304,FLT1,9.1
103904304,NTRK2,7.5
103904304,TAO1,6.4
103904304,ROCK2,7.3
103904304,MKNK2,6.6
103904304,RPS6KA5,6.9
103904304,MAP4K2,6.9
103904304,BLK,7.6
103904304,MINK,5.8
103904304,LYN,7.2
103904304,FYN,6.8
103904304,RPS6KA3,6.6
103904304,PDPK1,5.8
103904304,FGFR1,7.5
103904304,MARK3,6.0
103904304,DYRK3,5.5
103904304,MAP4K4,6.3
103904304,NTRK1,7.3
103904304,SGK,5.0
103904304,RPS6KB1,7.7
103904304,PRKCN,5.1
103904304,STK3,6.3
103904304,SLK,7.0
103904304,NEK2,6.5
103904304,FLT3,8.2
103904304,ZAK,6.1
103904304,MARK2,6.1
103904304,HIPK4,7.5
103904304,FGFR3,7.0
103904304,AXL,8.9
103904304,LIMK1,6.2
103904304,STK12,8.6
103904304,PTK2,6.5
103904304,ABL1,7.1
103904304,SRC,6.4
103904304,EPHA2,7.0
103904304,MET,6.5
103904304,KIT,7.7
103904304,NEK4,6.1
103904304,PLK4,8.1
103904304,PLK3,5.7
103904304,PTK2B,6.0
103904304,MAPK13,6.2
103904305,CSF1R,9.5
103904305,LCK,7.3
103904305,FLT4,9.7
103904305,KDR,8.5
103904305,FLT1,9.1
103904305,BLK,6.8
103904305,LYN,7.0
103904305,FLT3,9.8
103904305,ABL1,6.5
103904305,KIT,9.8
103904306,CSF1R,8.8
103904306,LCK,6.8
103904306,FLT4,9.0
103904306,KDR,9.5
103904306,FLT1,9.7
103904306,BLK,6.9
103904306,LYN,7.3
103904306,FYN,6.7
103904306,FLT3,9.0
103904306,ABL1,7.1
103904306,SRC,6.5
103904306,KIT,9.1
103904307,CLK2,5.4
103904307,CSF1R,8.1
103904307,LCK,7.2
103904307,MAPK9,5.8
103904307,STK6,7.5
103904307,INSR,6.3
103904307,MELK,6.2
103904307,CAMK2G,5.3
103904307,PRKCD,5.4
103904307,SRPK1,5.5
103904307,FLT4,8.3
103904307,JAK2,6.3
103904307,KDR,8.5
103904307,MAP4K5,7.8
103904307,ROCK1,6.3
103904307,CAMK2D,5.2
103904307,CSNK1G2,5.3
103904307,CSNK1D,5.3
103904307,FLT1,9.0
103904307,JAK3,5.9
103904307,NTRK2,6.9
103904307,TAO1,6.0
103904307,ROCK2,6.8
103904307,MKNK2,6.0
103904307,RPS6KA5,6.7
103904307,MAP4K2,6.3
103904307,BLK,7.3
103904307,MINK,6.0
103904307,LYN,7.2
103904307,FGFR1,7.2
103904307,MARK3,5.6
103904307,DYRK3,5.3
103904307,MAP4K4,6.0
103904307,NTRK1,6.9
103904307,SGK,5.2
103904307,RPS6KB1,7.2
103904307,CLK4,5.2
103904307,STK3,6.0
103904307,SLK,6.8
103904307,NEK2,6.4
103904307,FLT3,8.2
103904307,ZAK,5.3
103904307,MARK2,6.2
103904307,HIPK4,7.1
103904307,FGFR3,7.0
103904307,AXL,8.5
103904307,LIMK1,6.1
103904307,PTK2,6.3
103904307,ABL1,7.4
103904307,SRC,6.2
103904307,EPHA2,6.9
103904307,MET,7.0
103904307,KIT,8.5
103904307,CSNK1G1,5.3
103904307,ITK,7.0
103904307,NEK4,5.8
103904307,PLK4,7.2
103904307,MAPK13,5.5
103904308,CSF1R,8.6
103904308,LCK,7.5
103904308,MAPK9,6.1
103904308,PRKACA,5.3
103904308,STK6,7.6
103904308,INSR,6.8
103904308,FLT4,8.6
103904308,DAPK3,6.0
103904308,JAK2,7.1
103904308,KDR,8.5
103904308,ROCK1,6.8
103904308,CSNK1D,5.6
103904308,FLT1,9.6
103904308,JAK3,6.9
103904308,NTRK2,7.6
103904308,ROCK2,7.3
103904308,BLK,8.5
103904308,LYN,8.4
103904308,FYN,9.5
103904308,RPS6KA3,6.4
103904308,PDPK1,6.1
103904308,FGFR1,7.9
103904308,EGFR,6.3
103904308,MARK3,5.9
103904308,NTRK1,7.7
103904308,RPS6KB1,7.2
103904308,IGF1R,6.4
103904308,TYK2,6.3
103904308,STK3,7.3
103904308,PRKD2,5.8
103904308,NEK2,6.7
103904308,MARK2,6.1
103904308,FGFR3,7.6
103904308,LIMK1,6.3
103904308,ABL1,8.8
103904308,SRC,7.9
103904308,EPHA2,7.2
103904308,MET,7.4
103904308,KIT,8.9
103904308,ITK,7.4
103904308,PLK4,7.1
103904308,PLK3,6.2
103904308,CAMK1,5.2
103904309,CSF1R,8.8
103904309,LCK,7.9
103904309,MAPK9,6.1
103904309,PRKAA1,5.1
103904309,STK6,8.5
103904309,INSR,6.7
103904309,PRKCD,5.1
103904309,PAK1,5.5
103904309,DAPK3,6.1
103904309,JAK2,8.0
103904309,GSK3A,5.4
103904309,ROCK1,6.5
103904309,CSNK1D,5.9
103904309,JAK3,7.1
103904309,NTRK2,8.2
103904309,ROCK2,6.7
103904309,BLK,8.5
103904309,LYN,8.6
103904309,FYN,9.2
103904309,RPS6KA3,6.3
103904309,PDPK1,5.7
103904309,FGFR1,8.2
103904309,EGFR,5.9
103904309,MARK3,6.0
103904309,NTRK1,8.1
103904309,SGK,5.5
103904309,RPS6KB1,7.2
103904309,TYK2,6.3
103904309,CDK2,5.1
103904309,STK3,7.7
103904309,PRKD2,5.9
103904309,NEK2,6.7
103904309,MARK2,6.4
103904309,FGFR3,8.0
103904309,LIMK1,6.7
103904309,MAPKAPK2,5.1
103904309,ABL1,9.3
103904309,ERBB2,6.9
103904309,SRC,8.7
103904309,EPHA2,8.0
103904309,MET,8.0
103904309,KIT,8.3
103904309,ITK,7.5
103904309,PLK4,7.4
103904309,CAMK1,5.1
103904309,MAPK13,5.6
103904309,IKBKB,5.5
103904310,CLK2,5.7
103904310,CSF1R,8.5
103904310,LCK,8.2
103904310,MAPK9,5.4
103904310,STK6,8.2
103904310,INSR,6.4
103904310,MELK,5.8
103904310,PAK1,5.2
103904310,SRPK1,5.8
103904310,JAK2,7.4
103904310,ROCK1,6.1
103904310,CSNK1G2,5.4
103904310,KIAA1811,5.6
103904310,CSNK1D,5.5
103904310,FLT1,9.5
103904310,JAK3,6.5
103904310,NTRK2,8.2
103904310,TAO1,7.0
103904310,ROCK2,6.1
103904310,MKNK2,6.4
103904310,RPS6KA5,6.7
103904310,MAP4K2,7.0
103904310,BLK,8.3
103904310,MINK,6.5
103904310,LYN,8.4
103904310,PDPK1,6.1
103904310,FGFR1,8.5
103904310,EGFR,5.8
103904310,MARK3,6.1
103904310,HIPK2,6.5
103904310,CSNK1A1,5.3
103904310,MAP4K4,6.6
103904310,NTRK1,7.7
103904310,SGK,5.3
103904310,RPS6KB1,7.2
103904310,PRKCN,5.2
103904310,CLK4,5.9
103904310,STK3,7.2
103904310,SLK,7.8
103904310,CHEK2,5.4
103904310,NEK2,6.4
103904310,FLT3,8.8
103904310,ZAK,6.7
103904310,MARK2,6.0
103904310,HIPK4,7.9
103904310,FGFR3,8.4
103904310,LIMK1,6.0
103904310,PTK2,6.1
103904310,ABL1,8.7
103904310,ERBB2,5.9
103904310,SRC,7.6
103904310,EPHA2,7.7
103904310,MET,7.4
103904310,KIT,8.5
103904310,CSNK1G1,6.2
103904310,ITK,7.3
103904310,NEK4,5.7
103904310,PLK4,7.1
103904310,PLK3,5.2
103904310,MAPK13,5.8
103904310,CDC2L6,6.3
103904310,EEF2K,5.6
103904311,CSF1R,8.6
103904311,LCK,6.5
103904311,FLT4,8.8
103904311,KDR,9.2
103904311,FLT1,9.5
103904311,BLK,6.4
103904311,LYN,6.9
103904311,FYN,6.3
103904311,FLT3,8.8
103904311,ABL1,6.7
103904311,SRC,6.1
103904311,KIT,9.1
103904312,CSF1R,8.4
103904312,LCK,6.8
103904312,FLT4,8.8
103904312,KDR,8.9
103904312,FLT1,9.0
103904312,BLK,6.9
103904312,LYN,6.9
103904312,FLT3,8.6
103904312,ABL1,6.7
103904312,SRC,5.9
103904312,KIT,8.8
103904313,CLK2,5.6
103904313,CSF1R,8.8
103904313,LCK,9.0
103904313,MAPK9,6.2
103904313,STK6,8.2
103904313,INSR,7.2
103904313,MELK,6.2
103904313,PRKCD,5.4
103904313,TOPK,5.2
103904313,JAK2,7.2
103904313,KDR,8.5
103904313,ROCK1,6.9
103904313,CSNK1G2,5.3
103904313,KIAA1811,5.4
103904313,FLT1,9.7
103904313,JAK3,6.9
103904313,NTRK2,7.9
103904313,TAO1,7.0
103904313,ROCK2,7.6
103904313,MKNK2,7.0
103904313,RPS6KA5,6.6
103904313,MAP4K2,7.5
103904313,BLK,8.8
103904313,MINK,7.6
103904313,LYN,8.6
103904313,FYN,8.2
103904313,FGFR1,8.1
103904313,EGFR,6.1
103904313,MARK3,6.3
103904313,HIPK2,6.1
103904313,DYRK3,6.0
103904313,MAP4K4,7.0
103904313,NTRK1,8.1
103904313,RPS6KB1,8.0
103904313,PRKCN,5.2
103904313,PIM1,5.5
103904313,TYK2,6.4
103904313,STK3,7.7
103904313,PRKD2,5.5
103904313,SLK,7.7
103904313,NEK2,7.2
103904313,FLT3,8.9
103904313,ZAK,7.0
103904313,MARK2,6.8
103904313,HIPK4,7.9
103904313,FGFR3,7.8
103904313,LIMK1,6.9
103904313,PTK2,7.4
103904313,ABL1,8.8
103904313,SRC,7.6
103904313,EPHA2,7.7
103904313,MET,8.1
103904313,KIT,9.0
103904313,CSNK1G1,5.8
103904313,ITK,7.6
103904313,PLK4,7.9
103904313,PLK3,6.5
103904313,PTK2B,6.6
103904313,PASK,6.9
103904313,STK33,6.6
103904313,AKT2,5.4
103904314,CSF1R,8.7
103904314,LCK,8.8
103904314,MAPK9,5.7
103904314,PDGFRA,7.3
103904314,STK6,8.4
103904314,INSR,6.9
103904314,PRKCD,5.5
103904314,PAK1,5.4
103904314,KDR,8.3
103904314,MST1R,6.7
103904314,MAP4K5,8.8
103904314,ALK,5.7
103904314,ROCK1,5.7
103904314,CSNK1D,5.9
103904314,FLT1,7.2
103904314,NTRK2,7.3
103904314,TAO1,6.2
103904314,ROCK2,6.4
103904314,ERBB4,6.0
103904314,BLK,8.5
103904314,LYN,8.2
103904314,FYN,8.0
103904314,PDPK1,6.5
103904314,FGFR1,5.8
103904314,EGFR,6.5
103904314,HIPK2,5.6
103904314,FER,6.0
103904314,MAP4K4,6.2
103904314,NTRK1,7.6
103904314,SGK,5.7
103904314,RPS6KB1,7.0
103904314,LTK,6.6
103904314,MAP2K1,5.9
103904314,STK3,7.6
103904314,PRKD2,6.0
103904314,CHEK2,6.3
103904314,NEK2,7.2
103904314,CDK8,5.8
103904314,FLT3,8.9
103904314,MARK2,7.4
103904314,FGFR3,7.1
103904314,LIMK1,6.9
103904314,LRRK2,6.5
103904314,SYK,5.9
103904314,TYRO3,5.8
103904314,PTK2,6.0
103904314,ABL1,8.7
103904314,RET,7.5
103904314,ERBB2,5.9
103904314,SRC,7.5
103904314,EPHA2,6.6
103904314,MET,8.1
103904314,ACVR1,6.7
103904314,ITK,7.8
103904314,PLK4,7.8
103904314,PLK3,6.3
103904314,IKBKE,6.0
103904314,STK33,6.2
103904314,ACK1,6.0
103904315,CSF1R,8.5
103904315,STK6,8.2
103904315,INSR,6.9
103904315,PKN2,5.7
103904315,FES,6.6
103904315,KDR,8.4
103904315,PAK4,5.4
103904315,ROCK1,6.3
103904315,KIAA1811,5.2
103904315,FRK,7.6
103904315,FLT1,9.4
103904315,NTRK2,6.8
103904315,TAO1,6.1
103904315,ROCK2,6.8
103904315,MKNK2,5.7
103904315,ERBB4,6.2
103904315,MAP4K2,7.2
103904315,BLK,7.9
103904315,MINK,6.6
103904315,LYN,8.1
103904315,FYN,7.7
103904315,RPS6KA3,5.9
103904315,FGFR1,7.3
103904315,NTRK3,8.5
103904315,MARK3,5.9
103904315,FER,7.6
103904315,BTK,7.6
103904315,MAP4K4,6.7
103904315,NTRK1,7.0
103904315,RPS6KB1,6.5
103904315,STK3,7.0
103904315,PRKD2,5.3
103904315,SLK,7.2
103904315,NEK2,6.9
103904315,MARK2,6.2
103904315,HIPK4,6.4
103904315,FGFR3,6.5
103904315,AXL,7.7
103904315,LIMK1,5.8
103904315,ROS1,5.8
103904315,SYK,6.9
103904315,TYRO3,6.4
103904315,PTK2,6.5
103904315,ABL1,8.9
103904315,SRC,7.5
103904315,EPHA2,7.1
103904315,MET,7.7
103904315,KIT,8.3
103904315,PLK4,7.2
103904315,PLK3,5.2
103904315,SRMS,6.5
103904315,PTK2B,5.8
103904316,CSF1R,7.4
103904316,LCK,6.5
103904316,MAPK9,5.6
103904316,STK6,7.9
103904316,INSR,6.6
103904316,PAK1,5.3
103904316,FLT4,8.1
103904316,DAPK3,6.2
103904316,KDR,7.1
103904316,PAK4,5.5
103904316,GSK3A,6.0
103904316,GSK3B,6.0
103904316,ROCK1,6.6
103904316,CSNK1D,6.9
103904316,FLT1,8.3
103904316,NTRK2,6.1
103904316,ROCK2,7.4
103904316,ERBB4,6.2
103904316,BLK,7.4
103904316,LYN,7.2
103904316,FYN,7.8
103904316,RPS6KA3,5.8
103904316,FGFR1,7.3
103904316,MARK3,5.9
103904316,NTRK1,7.0
103904316,SGK,6.2
103904316,RPS6KB1,6.2
103904316,IGF1R,5.9
103904316,PIM1,5.4
103904316,CDK2,5.2
103904316,IRAK4,6.6
103904316,DYRK1A,6.3
103904316,STK3,6.1
103904316,PRKD2,5.1
103904316,CHEK2,5.4
103904316,NEK2,6.6
103904316,MAPK8,6.1
103904316,FLT3,8.3
103904316,MARK2,6.1
103904316,FGFR3,6.6
103904316,LIMK1,6.5
103904316,ABL1,6.9
103904316,SRC,6.1
103904316,EPHA2,6.9
103904316,MET,6.6
103904316,KIT,6.0
103904316,PLK4,6.9
103904316,PLK3,5.8
103904316,CAMK1,6.1
103904317,CSF1R,8.6
103904317,LCK,8.8
103904317,PRKX,6.0
103904317,STK6,8.0
103904317,INSR,6.5
103904317,PIM2,5.9
103904317,CDC42BPA,5.1
103904317,FES,6.3
103904317,TOPK,5.4
103904317,DAPK3,6.0
103904317,KDR,8.4
103904317,ROCK1,6.4
103904317,FRK,7.3
103904317,FLT1,9.6
103904317,NTRK2,6.9
